Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Nucleotide-binding	14	35	1.45E-05	"ENSG00000132155, ENSG00000105976, ENSG00000097007, ENSG00000149554, ENSG00000065361, ENSG00000197122, ENSG00000167601, ENSG00000079246, ENSG00000082701, ENSG00000095002, ENSG00000198793, ENSG00000165025, ENSG00000183765, ENSG00000100345"	40	1788	20581	4.028719239	0.002080744	1.89E-04	0.017149696
UP_KEYWORDS	Cytoplasm	22	55	3.78E-05	"ENSG00000044115, ENSG00000132155, ENSG00000097007, ENSG00000149554, ENSG00000162734, ENSG00000161202, ENSG00000163930, ENSG00000197122, ENSG00000087088, ENSG00000126581, ENSG00000100219, ENSG00000171552, ENSG00000002330, ENSG00000082701, ENSG00000103197, ENSG00000198793, ENSG00000118689, ENSG00000136450, ENSG00000078237, ENSG00000121022, ENSG00000165025, ENSG00000100345"	40	4816	20581	2.3504049	0.005426515	4.53E-04	0.044794785
UP_KEYWORDS	Transferase	13	32.5	4.82E-05	"ENSG00000145675, ENSG00000132155, ENSG00000105976, ENSG00000097007, ENSG00000065361, ENSG00000149554, ENSG00000108773, ENSG00000197122, ENSG00000167601, ENSG00000082701, ENSG00000198793, ENSG00000183765, ENSG00000165025"	40	1708	20581	3.916173888	0.006915925	5.34E-04	0.057128796
UP_KEYWORDS	DNA damage	6	15	5.08E-04	"ENSG00000079246, ENSG00000097007, ENSG00000149554, ENSG00000095002, ENSG00000141867, ENSG00000183765"	40	352	20581	8.7703125	0.070543035	0.005211712	0.600562239
UP_KEYWORDS	Mitochondrion	9	22.5	0.001013622	"ENSG00000002330, ENSG00000132155, ENSG00000097007, ENSG00000198793, ENSG00000197122, ENSG00000078237, ENSG00000087088, ENSG00000126581, ENSG00000171552"	40	1119	20581	4.138270777	0.135873092	0.009688471	1.195289303
UP_KEYWORDS	SH2 domain	4	10	0.001119336	"ENSG00000145675, ENSG00000097007, ENSG00000197122, ENSG00000165025"	40	108	20581	19.05648148	0.148941764	0.01002904	1.319193723
UP_KEYWORDS	Activator	7	17.5	0.001417788	"ENSG00000079246, ENSG00000120533, ENSG00000136997, ENSG00000141448, ENSG00000118689, ENSG00000100219, ENSG00000136352"	40	661	20581	5.448827534	0.18478736	0.011946089	1.668232315
UP_KEYWORDS	Autophagy	4	10	0.001905986	"ENSG00000097007, ENSG00000078237, ENSG00000100219, ENSG00000126581"	40	130	20581	15.83153846	0.240218133	0.015146558	2.236744002
UP_KEYWORDS	Cell adhesion	6	15	0.002004784	"ENSG00000039068, ENSG00000044115, ENSG00000097007, ENSG00000142156, ENSG00000197122, ENSG00000100345"	40	479	20581	6.444989562	0.250971843	0.015094327	2.35142848
UP_KEYWORDS	DNA repair	5	12.5	0.002236149	"ENSG00000079246, ENSG00000097007, ENSG00000149554, ENSG00000095002, ENSG00000183765"	40	293	20581	8.780290102	0.275567001	0.015989095	2.619513809
UP_KEYWORDS	Alternative splicing	30	75	0.002925164	"ENSG00000136997, ENSG00000132155, ENSG00000097007, ENSG00000105976, ENSG00000197122, ENSG00000171552, ENSG00000120533, ENSG00000095002, ENSG00000118689, ENSG00000136450, ENSG00000165025, ENSG00000136352, ENSG00000183765, ENSG00000044115, ENSG00000145675, ENSG00000149554, ENSG00000065361, ENSG00000108773, ENSG00000162734, ENSG00000141867, ENSG00000161202, ENSG00000117713, ENSG00000105281, ENSG00000087088, ENSG00000100219, ENSG00000167601, ENSG00000082701, ENSG00000039068, ENSG00000103197, ENSG00000100345"	40	10587	20581	1.457990932	0.344161619	0.019887249	3.413898231
UP_KEYWORDS	Chromosomal rearrangement	5	12.5	0.003581149	"ENSG00000136997, ENSG00000097007, ENSG00000105976, ENSG00000141867, ENSG00000118689"	40	334	20581	7.70247006	0.403461237	0.023208756	4.164683229
UP_KEYWORDS	Tumor suppressor	4	10	0.004553121	"ENSG00000103197, ENSG00000095002, ENSG00000087088, ENSG00000183765"	40	177	20581	11.62768362	0.481671797	0.028167285	5.267299059
UP_KEYWORDS	Disease mutation	12	30	0.006317179	"ENSG00000039068, ENSG00000145675, ENSG00000132155, ENSG00000142156, ENSG00000105976, ENSG00000141448, ENSG00000103197, ENSG00000095002, ENSG00000198793, ENSG00000183765, ENSG00000100345, ENSG00000136352"	40	2550	20581	2.421294118	0.598504592	0.037309489	7.238840958
UP_KEYWORDS	Serine/threonine-protein kinase	5	12.5	0.006355628	"ENSG00000082701, ENSG00000132155, ENSG00000149554, ENSG00000198793, ENSG00000183765"	40	393	20581	6.546119593	0.600735476	0.036059053	7.28139051
UP_KEYWORDS	Transcription regulation	11	27.5	0.009913766	"ENSG00000079246, ENSG00000120533, ENSG00000136997, ENSG00000141448, ENSG00000108773, ENSG00000141867, ENSG00000118689, ENSG00000117713, ENSG00000100219, ENSG00000183765, ENSG00000136352"	40	2332	20581	2.427004717	0.761814583	0.053686145	11.14256112
UP_KEYWORDS	Transcription	11	27.5	0.011972857	"ENSG00000079246, ENSG00000120533, ENSG00000136997, ENSG00000141448, ENSG00000108773, ENSG00000141867, ENSG00000118689, ENSG00000117713, ENSG00000100219, ENSG00000183765, ENSG00000136352"	40	2398	20581	2.360206422	0.823510807	0.062220638	13.30918753
UP_KEYWORDS	Polymorphism	31	77.5	0.012878876	"ENSG00000136997, ENSG00000132155, ENSG00000097007, ENSG00000142156, ENSG00000105976, ENSG00000141448, ENSG00000163930, ENSG00000197122, ENSG00000002330, ENSG00000095002, ENSG00000198793, ENSG00000136450, ENSG00000165025, ENSG00000183765, ENSG00000044115, ENSG00000145675, ENSG00000065361, ENSG00000149554, ENSG00000141867, ENSG00000161202, ENSG00000117713, ENSG00000105281, ENSG00000087088, ENSG00000126581, ENSG00000100219, ENSG00000167601, ENSG00000079246, ENSG00000039068, ENSG00000103197, ENSG00000137154, ENSG00000100345"	40	12043	20581	1.32444366	0.84535205	0.064490922	14.24710852
UP_KEYWORDS	Chromatin regulator	4	10	0.016940315	"ENSG00000120533, ENSG00000141867, ENSG00000117713, ENSG00000163930"	40	287	20581	7.171080139	0.914591002	0.081338962	18.33845315
UP_KEYWORDS	Oncogene	2	5	0.018792817	"ENSG00000167601, ENSG00000100219"	40	10	20581	102.905	0.934905616	0.087040629	20.14456111
UP_KEYWORDS	Mitochondrion outer membrane	3	7.5	0.019077129	"ENSG00000002330, ENSG00000198793, ENSG00000171552"	40	112	20581	13.78191964	0.937566177	0.085586607	20.41849216
UP_KEYWORDS	Endocytosis	3	7.5	0.022045163	"ENSG00000097007, ENSG00000126581, ENSG00000171552"	40	121	20581	12.75681818	0.959644096	0.095445796	23.22722317
UP_KEYWORDS	DNA-binding	9	22.5	0.035742077	"ENSG00000079246, ENSG00000136997, ENSG00000097007, ENSG00000141448, ENSG00000095002, ENSG00000118689, ENSG00000117713, ENSG00000100219, ENSG00000136352"	40	2050	20581	2.258890244	0.994705523	0.146850889	35.05070114
UP_KEYWORDS	Methylation	6	15	0.039446328	"ENSG00000002330, ENSG00000132155, ENSG00000161202, ENSG00000118689, ENSG00000117713, ENSG00000136450"	40	1001	20581	3.084065934	0.996958305	0.156715748	37.94824413
UP_KEYWORDS	Deafness	3	7.5	0.054089907	"ENSG00000132155, ENSG00000105976, ENSG00000100345"	40	198	20581	7.795833333	0.999667049	0.204501397	48.28161964
UP_KEYWORDS	Cytoskeleton	6	15	0.062197504	"ENSG00000044115, ENSG00000097007, ENSG00000149554, ENSG00000197122, ENSG00000171552, ENSG00000100345"	40	1138	20581	2.712785589	0.999903608	0.226526326	53.30001382
UP_KEYWORDS	SH3 domain	3	7.5	0.062545829	"ENSG00000145675, ENSG00000097007, ENSG00000197122"	40	215	20581	7.179418605	0.999908629	0.22226327	53.50527164
UP_KEYWORDS	Bromodomain	2	5	0.071366999	"ENSG00000108773, ENSG00000141867"	40	39	20581	26.38589744	0.999976582	0.244653688	58.43588791
